0000015	1
0000049	2
0000062	1
0000098	2
0000103	1
0000104	2
0000105	11
0000107	2
0000155	21
0000156	30
0000160	53
0000162	6
0000166	25
0000175	1
0000179	1
0000255	1
0000256	2
0000270	3
0000271	8
0000272	1
0000286	1
0000287	18
0000311	1
0000314	3
0000315	3
0000413	1
0000451	1
0000774	1
0000902	2
0000906	1
0000910	3
0000917	1
0000921	1
0000976	2
0001072	1
0001216	5
0001510	3
0001522	8
0001530	1
0001558	1
0001887	1
0002098	2
0002100	1
0002161	1
0002949	3
0003676	15
0003677	147
0003678	4
0003682	6
0003684	5
0003688	1
0003690	1
0003697	5
0003700	60
0003714	1
0003723	37
0003724	1
0003725	2
0003729	2
0003735	56
0003743	3
0003746	6
0003747	2
0003755	7
0003756	1
0003796	1
0003824	55
0003825	1
0003842	1
0003848	1
0003852	1
0003855	1
0003856	1
0003858	1
0003861	2
0003862	1
0003864	1
0003866	1
0003868	1
0003871	1
0003879	1
0003882	1
0003883	1
0003887	9
0003899	5
0003905	1
0003906	1
0003908	2
0003911	1
0003916	1
0003917	2
0003918	2
0003922	1
0003924	16
0003933	1
0003935	2
0003937	1
0003938	1
0003942	1
0003949	1
0003951	1
0003952	1
0003954	1
0003960	2
0003977	1
0003978	1
0003983	1
0003984	1
0003985	1
0003987	1
0003989	3
0003991	1
0003994	1
0003995	2
0003998	1
0004000	1
0004013	1
0004014	1
0004015	1
0004017	1
0004018	1
0004019	1
0004022	1
0004042	1
0004044	1
0004045	1
0004047	1
0004048	1
0004049	2
0004055	1
0004056	1
0004057	1
0004066	1
0004067	1
0004068	1
0004070	1
0004072	1
0004073	1
0004075	1
0004076	1
0004077	1
0004084	1
0004088	1
0004089	2
0004096	1
0004107	1
0004108	2
0004109	2
0004112	1
0004124	1
0004126	1
0004127	1
0004129	8
0004130	1
0004139	1
0004140	1
0004141	1
0004143	1
0004146	2
0004148	2
0004149	1
0004150	1
0004151	1
0004152	1
0004156	1
0004160	1
0004170	1
0004174	1
0004175	2
0004176	3
0004177	2
0004180	3
0004181	1
0004190	4
0004197	2
0004222	11
0004252	10
0004298	1
0004309	1
0004311	1
0004314	1
0004315	3
0004316	1
0004318	1
0004322	2
0004324	1
0004325	1
0004326	1
0004329	1
0004332	1
0004333	1
0004340	1
0004345	1
0004347	1
0004349	1
0004350	1
0004352	1
0004356	2
0004357	2
0004358	1
0004359	1
0004360	1
0004363	1
0004364	1
0004368	1
0004370	1
0004372	2
0004375	1
0004385	1
0004386	4
0004397	1
0004399	1
0004400	2
0004411	1
0004412	1
0004413	1
0004416	1
0004418	1
0004424	1
0004425	1
0004427	1
0004450	1
0004451	1
0004462	1
0004470	1
0004471	1
0004474	2
0004478	1
0004479	2
0004488	1
0004489	1
0004497	7
0004505	1
0004514	1
0004518	4
0004519	5
0004521	1
0004523	2
0004525	1
0004526	1
0004527	1
0004536	1
0004540	4
0004550	1
0004553	8
0004585	1
0004587	1
0004588	1
0004590	1
0004591	1
0004592	1
0004594	1
0004595	1
0004601	2
0004602	1
0004604	1
0004605	1
0004609	1
0004611	1
0004618	1
0004619	1
0004632	1
0004633	1
0004634	1
0004635	1
0004636	1
0004637	1
0004638	2
0004639	1
0004640	1
0004641	1
0004642	1
0004643	1
0004644	1
0004648	1
0004654	1
0004655	1
0004657	1
0004659	2
0004664	1
0004672	8
0004673	15
0004674	6
0004719	2
0004722	2
0004725	3
0004731	1
0004733	1
0004735	1
0004738	1
0004743	1
0004748	1
0004749	1
0004750	1
0004751	1
0004756	1
0004764	1
0004765	1
0004766	1
0004781	2
0004784	2
0004789	1
0004791	1
0004794	1
0004795	1
0004797	1
0004798	1
0004799	1
0004802	1
0004803	3
0004805	1
0004807	1
0004808	1
0004812	4
0004813	1
0004814	1
0004816	1
0004817	1
0004818	1
0004819	1
0004820	2
0004821	1
0004822	1
0004823	1
0004824	1
0004825	1
0004826	2
0004827	1
0004828	1
0004829	1
0004830	1
0004831	1
0004832	1
0004833	1
0004834	2
0004844	2
0004845	1
0004851	2
0004852	1
0004853	1
0004854	2
0004856	1
0004866	1
0004888	1
0005047	1
0005048	1
0005085	5
0005198	1
0005215	13
0005216	2
0005267	2
0005319	1
0005337	1
0005344	1
0005436	1
0005488	7
0005506	10
0005507	1
0005509	2
0005515	50
0005524	228
0005525	32
0005576	3
0005615	1
0005694	2
0005737	53
0005739	1
0005829	4
0005840	31
0005854	1
0005886	85
0005960	1
0005975	21
0005992	2
0005997	1
0006006	2
0006011	1
0006012	1
0006015	1
0006020	1
0006040	1
0006044	1
0006048	1
0006072	3
0006081	1
0006086	1
0006089	2
0006090	1
0006094	3
0006096	7
0006097	2
0006098	2
0006099	8
0006102	1
0006106	1
0006108	1
0006109	1
0006116	1
0006119	1
0006120	1
0006139	2
0006144	1
0006147	1
0006163	1
0006164	4
0006177	1
0006188	1
0006189	5
0006207	3
0006213	1
0006221	2
0006222	1
0006226	1
0006229	1
0006231	1
0006233	1
0006241	1
0006259	1
0006260	18
0006261	2
0006265	4
0006269	1
0006270	1
0006275	1
0006281	24
0006282	1
0006284	6
0006289	4
0006298	2
0006303	3
0006304	1
0006306	1
0006308	2
0006310	15
0006313	3
0006351	7
0006352	12
0006353	3
0006355	79
0006364	8
0006396	8
0006397	1
0006400	7
0006401	1
0006402	1
0006412	61
0006413	3
0006414	6
0006415	5
0006417	1
0006418	2
0006419	1
0006420	1
0006421	1
0006423	1
0006424	3
0006425	1
0006426	2
0006427	1
0006428	1
0006429	1
0006430	1
0006431	1
0006432	2
0006433	1
0006434	1
0006435	1
0006436	1
0006437	1
0006438	1
0006450	1
0006457	8
0006465	2
0006468	9
0006470	4
0006482	1
0006486	12
0006508	49
0006520	3
0006522	1
0006523	1
0006526	4
0006529	1
0006535	2
0006537	2
0006541	2
0006542	2
0006548	2
0006556	1
0006559	4
0006561	3
0006564	2
0006567	1
0006568	1
0006572	3
0006574	1
0006592	2
0006605	2
0006614	1
0006629	5
0006631	6
0006633	11
0006636	1
0006644	1
0006654	2
0006662	1
0006720	1
0006730	2
0006744	10
0006749	10
0006750	3
0006751	1
0006777	8
0006779	5
0006780	1
0006782	1
0006783	2
0006784	1
0006790	1
0006793	1
0006796	2
0006797	1
0006798	1
0006799	1
0006801	3
0006808	3
0006810	21
0006812	8
0006813	1
0006814	1
0006816	1
0006817	5
0006826	1
0006833	1
0006865	6
0006869	1
0006879	1
0006885	1
0006886	3
0006935	7
0006950	2
0006979	5
0007030	1
0007059	5
0007154	2
0007155	5
0007165	36
0008033	11
0008076	1
0008080	21
0008081	1
0008094	1
0008097	1
0008113	2
0008121	2
0008134	2
0008135	1
0008137	11
0008152	10
0008153	1
0008168	37
0008170	2
0008172	1
0008173	5
0008176	1
0008177	1
0008186	1
0008199	3
0008233	13
0008234	2
0008236	12
0008237	14
0008251	1
0008252	1
0008253	1
0008270	31
0008276	1
0008289	8
0008295	1
0008299	4
0008311	1
0008320	1
0008324	4
0008360	6
0008374	4
0008379	3
0008381	2
0008408	5
0008409	1
0008410	2
0008412	1
0008413	1
0008422	1
0008430	1
0008442	1
0008444	1
0008446	2
0008448	1
0008452	1
0008460	1
0008479	1
0008483	1
0008490	1
0008495	2
0008519	2
0008534	1
0008535	2
0008610	5
0008615	4
0008616	3
0008643	25
0008649	1
0008652	2
0008653	1
0008654	6
0008658	4
0008661	1
0008664	1
0008666	1
0008672	1
0008676	1
0008677	2
0008685	1
0008686	1
0008690	1
0008696	1
0008703	1
0008705	1
0008710	1
0008712	1
0008716	1
