accession	organism_name	organism_taxId	release_date	assembly_level	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density	amino_n_burden	tf_count	mobile_element_count	ko_count	module_count	ko_per_mb	environment	genome_size_mb	module_per_mb	Genome	0000049	0000160	0000166	0000179	0000287	0000311	0000314	0000315	0001522	0002949	0003676	0003677	0003678	0003684	0003697	0003700	0003723	0003735	0003743	0003746	0003755	0003824	0003887	0003899	0003918	0003922	0003924	0004045	0004140	0004190	0004222	0004252	0004386	0004478	0004479	0004523	0004540	0004595	0004750	0004812	0004813	0004814	0004817	0004818	0004820	0004821	0004822	0004823	0004824	0004825	0004826	0004827	0004828	0004829	0004830	0004831	0004832	0005047	0005048	0005515	0005524	0005525	0005737	0005840	0005886	0005975	0006006	0006096	0006098	0006164	0006177	0006221	0006260	0006265	0006269	0006275	0006281	0006289	0006310	0006351	0006353	0006355	0006364	0006396	0006400	0006402	0006412	0006413	0006414	0006415	0006418	0006419	0006420	0006423	0006424	0006426	0006427	0006428	0006429	0006430	0006431	0006432	0006433	0006434	0006435	0006436	0006437	0006438	0006457	0006465	0006508	0006520	0006556	0006614	0006633	0007165	0008033	0008080	0008094	0008135	0008152	0008168	0008173	0008233	0008270	0008299	0008324	0008360	0008408	0008649	0008654	0008658	0008757	0009055	0009058	0009116	0009152	0009228	0009252	0009306	0009360	0009378	0009379	0009380	0009435	0009451	0009982	0010181	0015031	0015035	0015136	0015450	0015739	0015934	0015935	0015937	0015949	0016020	0016149	0016226	0016301	0016310	0016434	0016462	0016491	0016620	0016740	0016746	0016757	0016787	0016853	0016874	0016879	0016887	0016987	0019843	0022625	0022627	0022857	0030170	0031167	0032784	0033862	0036211	0042026	0042254	0042586	0042626	0043022	0043190	0043952	0046872	0048501	0050660	0050661	0051082	0051287	0051301	0051539	0052381	0052906	0055052	0055085	0070006	0071949	0071951	0140359	0140662	1901137	1902600	1904047	1905887	env_n_genomes
GCF_000007125.1	Brucella melitensis bv. 1 str. 16M	224914	2001-12-28	Complete Genome	3294931	57.0	3234	2941	97.2	0.58	87.68253417142878	1.356950352751071	218	3183				Mammals	3.294931		GCF_000007125.1	6	23	39	1	17	1	3	3	5	2	18	160	6	5	4	97	34	55	3	5	5	50	10	5	4	1	16	1	1	2	5	8	2	1	1	2	1	1	1	3	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	23	211	26	46	30	66	22	2	6	4	4	1	3	17	5	1	2	23	3	20	4	3	100	8	7	7	3	58	3	5	5	2	2	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	1	9	2	28	5	1	1	13	12	12	13	1	1	10	19	5	6	21	4	5	3	7	1	6	2	10	19	10	5	2	4	19	9	1	2	1	2	3	3	5	13	4	3	1	3	1	8	6	4	2	215	3	7	6	7	1	1	55	4	13	15	16	56	10	3	1	96	4	3	5	3	74	18	2	4	1	6	2	4	2	158	6	24	3	119	1	29	8	5	19	13	17	1	1	36	114	5	8	1	158	2	1	4	28	2	198
GCF_000007505.1	Brucella suis 1330	204722	2005-01-03	Complete Genome	3315175	57.5	3233	3031	98.62	0.85	87.69476724456476	1.3547026950800822	211	3182				Mammals	3.315175		GCF_000007505.1	5	17	20	1	16	1	3	3	5	2	14	113	4	4	4	87	27	54	3	5	5	30	8	4	4	1	16	1	1	2	5	7	5	1	1	2	2	1	1	3	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15	199	23	46	30	58	18	2	7	4	4	1	3	13	5	1	2	20	3	15	5	3	78	7	3	7	2	58	3	5	5	2	1	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	1	6	2	18	4	1	1	13	7	11	10	1	1	7	14	3	5	16	3	4	2	6	1	4	1	6	12	8	4	2	4	15	9	1	2	1	2	3	3	5	9	3	3	1	3	1	8	6	4	2	154	3	7	5	5	1	1	56	4	12	15	15	27	6	3	1	85	4	3	5	3	65	16	3	4	1	6	2	4	2	111	6	19	3	65	1	19	6	5	16	7	17	1	1	38	90	3	5	1	118	2	1	4	14	2	198
GCF_000007985.2	Geobacter sulfurreducens PCA	243231	2012-08-14	Complete Genome	3814128	61.0	3484	3405	97.03	1.85	90.99081100581836	1.3593097404289252	239	3434				Aquatic	3.814128		GCF_000007985.2	4	39	22	1	11	1	3	3	6	3	18	91	5	5	4	43	38	53	4	8	7	40	7	4	2	1	16	2	1	2	9	12	8	1	1	2	5	1	1	4	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	27	182	27	48	31	36	15	1	9	1	4	1	3	11	3	1	1	24	4	19	4	3	72	5	5	10	3	58	4	7	5	2	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	9	3	20	5	1	1	13	24	11	2	1	1	8	16	1	5	23	4	4	6	3	3	5	3	12	27	12	4	3	8	14	13	3	2	1	3	6	6	7	9	5	3	1	4	1	8	6	3	2	147	2	2	2	10	1	1	31	2	15	4	21	33	4	4	1	55	5	3	5	3	34	16	2	5	1	12	2	4	2	40	5	13	4	74	1	9	8	3	11	7	34	1	1	13	49	2	3	1	47	1	1	4	31	4	598
GCF_000008465.1	Idiomarina loihiensis L2TR	283942	2004-12-09	Complete Genome	2839318	47.0	2723	2639	99.91	0.34	92.65679293407784	1.3509113001215067	174	2659				Aquatic	2.839318		GCF_000008465.1	2	28	24	1	19	1	3	3	9	3	21	122	6	5	4	51	33	53	3	5	8	23	8	5	4	1	13	2	1	5	8	8	4	1	1	2	5	1	1	4	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	27	165	31	59	29	62	10	3	8	1	3	1	2	16	6	1	1	26	3	22	6	3	80	10	8	12	2	56	3	5	5	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	11	2	44	5	1	1	12	18	9	12	1	1	9	15	2	8	24	4	11	6	5	3	9	3	10	26	5	2	3	7	18	15	2	2	1	2	7	6	9	15	11	7	1	3	1	8	6	3	2	222	2	10	3	9	1	2	44	5	4	15	5	43	4	4	2	38	11	3	5	3	63	16	3	4	1	8	2	5	1	20	6	11	3	111	1	14	7	8	16	10	10	1	1	6	102	6	6	1	19	3	1	4	13	2	598
GCF_000009365.1	Alcanivorax borkumensis SK2	393595	2006-07-28	Complete Genome	3120143	54.5	2833	2761	99.11	0.32	87.50541241218752	1.363380786976804	174	2785				Aquatic	3.120143		GCF_000009365.1	2	25	25	1	18	1	3	3	8	3	19	109	8	5	4	55	34	54	3	6	7	34	7	4	4	1	15	2	1	3	7	10	6	1	1	2	2	1	1	4	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	19	157	21	48	31	39	6	3	8	1	4	1	2	16	5	1	1	29	3	24	5	3	66	12	5	10	1	58	3	6	5	2	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	9	2	21	3	1	1	12	6	11	2	1	1	9	20	2	4	16	4	7	6	4	2	5	3	6	15	12	3	3	5	21	11	3	2	1	2	5	7	10	10	6	3	1	4	1	8	6	3	2	146	2	7	3	6	1	2	60	4	11	11	12	34	5	3	2	30	5	3	5	3	38	12	4	5	1	7	2	6	1	11	5	7	4	52	1	29	16	6	19	7	14	1	1	17	44	3	6	1	11	3	1	5	13	2	598
GCF_000010265.1	Clostridium kluyveri NBRC 12016	583346	2009-01-09	Complete Genome	3955303	32.0	3931	3758	98.13	0.83	84.77623585348582	1.3213619703504886	337	3865				Aquatic	3.955303		GCF_000010265.1	3	44	22	1	20	1	3	3	7	3	18	327	10	3	5	130	36	54	3	6	2	38	6	8	3	1	16	2	1	4	8	13	3	3	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	29	283	30	47	30	52	16	2	9	1	5	1	6	20	14	1	1	21	3	38	5	3	151	9	5	8	5	60	3	6	4	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	5	3	37	6	3	1	12	58	9	14	1	1	12	26	3	7	32	3	2	8	3	3	6	6	15	18	11	6	2	11	20	11	2	2	1	2	6	4	7	18	3	2	1	4	1	8	7	3	2	237	3	12	6	9	1	1	69	7	10	15	17	69	6	7	1	117	20	4	5	3	76	31	2	3	1	6	2	5	4	112	4	16	4	134	1	16	9	11	13	12	39	1	1	40	88	3	3	1	127	9	1	1	49	1	598
GCF_000010425.1	Bifidobacterium adolescentis ATCC 15703	367928	2006-12-07	Complete Genome	2089645	59.0	1753	1656	99.84	1.23	86.61834904971897	1.3390717518124198	111	1683				Mammals: Human	2.089645		GCF_000010425.1	2	9	16	1	15	1	2	3	4	3	14	87	3	3	2	40	23	53	3	4	4	15	6	4	2	1	8	2	1	2	3	5	3	1	1	2	3	1	1	3	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	6	149	15	29	31	22	30	2	7	6	4	1	6	10	3	1	1	13	3	10	4	3	50	7	6	6	1	57	3	4	2	2	1	1	1	4	1	1	0	1	1	1	2	1	1	1	1	1	1	2	1	13	2	1	1	1	2	4	6	1	1	7	4	4	1	13	2	3	1	3	1	5	2	4	1	8	2	3	2	14	5	3	2	1	2	3	3	5	6	3	1	1	1	1	8	6	3	1	67	2	4	2	0	1	1	9	3	9	6	8	21	0	2	1	52	3	3	5	2	33	16	3	2	1	1	2	2	0	66	2	3	2	33	1	3	5	1	6	5	6	1	1	18	63	2	2	1	66	1	1	2	2	1	406
GCF_000011305.1	Corynebacterium efficiens YS-314	196164	2002-11-15	Complete Genome	3219505	63.0	2958	2833	98.17	0.11	88.13308257014666	1.339642055034476	174	2903				Terrestrial	3.219505		GCF_000011305.1	2	13	20	1	19	1	2	3	5	3	22	121	3	3	4	61	28	53	3	4	3	29	5	4	2	1	12	4	1	3	5	12	11	1	1	1	6	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	168	20	32	31	31	14	4	7	5	4	1	3	13	3	1	1	18	3	10	4	3	54	6	6	5	1	58	3	4	3	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	19	5	1	1	1	1	7	11	1	1	8	9	4	5	23	6	4	2	4	1	4	3	4	2	9	5	3	6	14	10	3	2	1	2	4	5	6	13	2	2	1	3	1	8	6	4	2	129	1	4	2	3	1	1	40	4	7	7	13	37	2	6	2	46	4	3	5	2	43	14	2	2	1	4	3	2	2	49	3	4	3	54	1	12	5	4	9	10	10	1	1	15	57	4	4	1	50	3	1	1	8	2	479
GCF_000011325.1	Corynebacterium glutamicum ATCC 13032	196627	2005-01-21	Complete Genome	3309401	54.0	3079	2948	98.5	0.02	86.76449303061189	1.323559849325307	191	3008				Wastewater	3.309401		GCF_000011325.1	2	10	19	1	18	1	2	3	4	3	21	114	3	3	4	66	26	54	3	4	3	24	4	4	2	1	12	4	1	2	4	13	7	1	1	1	5	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	177	18	35	31	35	16	3	8	5	4	1	3	11	4	1	1	20	3	13	5	3	65	6	6	5	1	59	3	4	3	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	21	5	1	1	0	1	7	11	1	1	9	9	4	5	18	7	5	3	4	1	4	3	6	4	10	5	3	6	15	9	2	2	1	2	4	4	5	14	2	3	1	3	1	8	6	4	2	123	1	4	1	3	1	1	49	4	6	7	9	41	7	5	2	57	4	3	5	2	46	14	3	2	1	4	3	2	2	59	3	5	3	62	1	13	5	5	7	9	7	1	1	22	64	4	5	1	61	3	1	0	11	2	63
